survey_id,variable,metric,value,weighted
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,sd_w,40.26319501253742,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p25_w,5.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p50_w,16.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p75_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p90_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p95_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_dia,p99_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,missing_share,0.99615044388739,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,non_missing_n,1571.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,mean,2.828771483131763,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,sd,2.630170313557671,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,max,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,num,1571.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,skewness,1.5944054296475008,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,kurtosis,1.1933541619055124,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p50,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p75,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p90,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p95,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p99,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,missing_share_w,0.996250972973844,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,mean_w,3.00477267683236,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,sd_w,2.6981889015295444,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p50_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p75_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p90_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p95_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_sem,p99_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,mean,9.351702673013548,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,sd,6.871080866459058,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,max,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,skewness,11.29908526702425,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,kurtosis,145.84431263792487,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p05,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p10,6.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p25,8.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p50,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p75,10.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p90,11.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p95,12.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p99,12.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,mean_w,9.198491532392637,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,sd_w,5.897117895215695,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p05_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p10_w,6.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p25_w,8.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p50_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p75_w,10.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p90_w,11.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p95_w,12.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_mes,p99_w,12.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,mean,2029.3136213841083,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,sd,186.8472069206259,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,max,9999.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,min,2010.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,skewness,42.64536694804479,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,kurtosis,1817.305701212712,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p01,2023.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p05,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p10,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p25,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p50,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p75,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p90,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p95,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p99,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,mean_w,2027.493516662766,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,sd_w,142.54755353246082,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p01_w,2024.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p05_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p10_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p25_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p50_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p75_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p90_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p95_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2a_anio,p99_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,mean,27.48498718418162,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,sd,30.848396415799602,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,max,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,skewness,1.6923756527993836,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,kurtosis,1.3502936987501322,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p05,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p10,3.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p25,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p50,18.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p75,28.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p90,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p95,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p99,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,mean_w,26.461459819849622,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,sd_w,30.10105117502546,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p05_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p10_w,3.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p25_w,8.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p50_w,16.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p75_w,27.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p90_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p95_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_dia,p99_w,99.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,missing_share,0.9980323401919632,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,non_missing_n,803.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,mean,3.0734744707347446,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,sd,2.2479319967757,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,max,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,num,803.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,skewness,1.485501011787293,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,kurtosis,1.7751723800363264,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p50,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p75,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p90,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p95,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p99,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,missing_share_w,0.9982181226730888,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,mean_w,2.917765144862035,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,sd_w,2.1716099356451135,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p50_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p75_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p90_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p95_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_sem,p99_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,mean,10.60765287440498,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,sd,3.9957906827946714,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,max,99.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,skewness,19.753308048051547,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,kurtosis,436.12791460182785,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p01,6.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p05,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p10,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p25,10.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p50,11.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p75,11.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p90,12.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p95,12.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p99,12.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,mean_w,10.566115258937574,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,sd_w,2.971690901810504,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p01_w,5.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p05_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p10_w,9.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p25_w,10.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p50_w,11.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p75_w,11.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p90_w,12.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p95_w,12.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_mes,p99_w,12.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,mean,2036.6726473819115,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,sd,304.97712387861077,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,max,9999.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,min,2018.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,skewness,26.0791973737908,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,kurtosis,678.3730889728428,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p01,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p05,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p10,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p25,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p50,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p75,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p90,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p95,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p99,2025.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,mean_w,2031.245384944299,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,sd_w,223.13045525891437,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p01_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p05_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p10_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p25_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p50_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p75_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p90_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p95_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b_anio,p99_w,2025.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,missing_share,0.9866159926880488,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,non_missing_n,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,mean,1.1583668985719517,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,sd,0.623358512091688,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,max,9.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,num,5462.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,skewness,5.66981105405972,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,kurtosis,45.40567588482853,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p95,2.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p99,4.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,missing_share_w,0.986985598655065,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,mean_w,1.1438763007292472,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,sd_w,0.5826557724438723,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p01_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p05_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p10_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p25_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p50_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p75_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p90_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p95_w,2.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2b,p99_w,4.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,missing_share,0.9922053227280635,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,non_missing_n,3181.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,zero_share,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,mean,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,sd,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,max,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,min,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,num,3181.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,skewness,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,kurtosis,0.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p01,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p05,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p10,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p25,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p50,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p75,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p90,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p95,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,p99,1.0,no
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,missing_share_w,0.99280500303038,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,zero_share_w,0.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,mean_w,1.0,yes
MEX_2025_ENOE_V01_M_V07_A_GLD_ALL,p2d1,sd_w,0.0,yes
